turno,replica,braco,veiculos,dist_km,tempo_min,custo_brl,servidas,demanda_total,cobertura,custo_por_pass,pico,pico_repositorio,superlotados,desconforto,acima_tempo,paradas_repetidas
manha_1,7,cw1,4,161.45,346.0,392.1,171,198,86.36363636363636,2.292982456140351,45,48,0,23,2,4
manha_1,7,cw13,4,162.25,349.0,394.04,171,198,86.36363636363636,2.3043274853801172,44,48,0,23,2,4
manha_1,7,multi,6,238.7,507.0,579.7,171,198,86.36363636363636,3.390058479532164,44,44,0,11,0,1
manha_1,8,cw1,5,181.5,385.0,440.79,177,198,89.39393939393939,2.4903389830508478,48,48,0,19,1,2
manha_1,8,cw13,5,186.3,402.0,452.44,177,198,89.39393939393939,2.5561581920903955,47,47,0,12,1,1
manha_1,8,multi,6,242.05,529.0,587.84,177,198,89.39393939393939,3.321129943502825,44,44,0,11,0,0
manha_1,9,cw1,4,163.0,347.0,395.86,179,198,90.4040404040404,2.211508379888268,48,61,0,30,2,2
manha_1,9,cw13,4,159.2,338.0,386.64,179,198,90.4040404040404,2.16,48,60,0,30,1,2
manha_1,9,multi,6,244.45,525.0,593.67,179,198,90.4040404040404,3.3165921787709496,48,48,0,26,0,1
manha_1,10,cw1,4,161.2,347.0,391.49,173,198,87.37373737373737,2.2629479768786127,48,48,0,33,2,2
manha_1,10,cw13,4,159.25,341.0,386.75,173,198,87.37373737373737,2.235549132947977,48,48,0,33,2,1
manha_1,10,multi,6,249.5,525.0,605.94,173,198,87.37373737373737,3.5025433526011565,47,47,0,12,1,8
manha_1,11,cw1,5,184.85,395.0,448.94,182,198,91.91919191919192,2.466703296703297,45,49,0,22,2,3
manha_1,11,cw13,5,186.35,401.0,452.57,182,198,91.91919191919192,2.4866483516483515,45,49,0,19,2,3
manha_1,11,multi,6,231.9,502.0,563.19,182,198,91.91919191919192,3.0944505494505496,41,41,0,8,1,0
manha_1,12,cw1,5,182.05,390.0,442.14,183,198,92.42424242424242,2.4160655737704917,43,43,0,21,2,2
manha_1,12,cw13,5,187.65,397.0,455.73,183,198,92.42424242424242,2.490327868852459,42,42,0,11,1,2
manha_1,12,multi,6,242.7,526.0,589.42,183,198,92.42424242424242,3.2208743169398906,46,46,0,10,0,0
manha_1,13,cw1,5,198.85,427.0,482.94,187,198,94.44444444444444,2.582566844919786,48,64,0,22,2,1
manha_1,13,cw13,5,185.15,399.0,449.65,187,198,94.44444444444444,2.4045454545454543,48,48,0,22,0,2
manha_1,13,multi,6,225.65,479.0,548.0,187,198,94.44444444444444,2.93048128342246,38,38,0,4,0,0
manha_1,14,cw1,4,181.35,394.0,440.43,181,198,91.41414141414141,2.433314917127072,48,58,0,33,4,5
manha_1,14,cw13,4,174.45,378.0,423.67,181,198,91.41414141414141,2.340718232044199,47,53,0,33,2,3
manha_1,14,multi,6,244.65,521.0,594.16,181,198,91.41414141414141,3.2826519337016573,40,40,0,6,0,0
manha_1,15,cw1,4,156.8,340.0,380.81,176,198,88.88888888888889,2.1636931818181817,47,47,0,32,2,1
manha_1,15,cw13,4,157.4,331.0,382.26,176,198,88.88888888888889,2.171931818181818,46,46,0,32,1,1
manha_1,15,multi,6,230.65,497.0,560.17,176,198,88.88888888888889,3.1827840909090908,48,48,0,16,0,0
manha_1,16,cw1,5,185.3,399.0,450.02,179,198,90.4040404040404,2.5140782122905025,42,55,0,9,2,3
manha_1,16,cw13,5,184.8,401.0,448.81,179,198,90.4040404040404,2.50731843575419,44,55,0,17,2,2
manha_1,16,multi,5,200.35,432.0,486.56,179,198,90.4040404040404,2.7182122905027932,43,43,0,14,0,0
manha_1,17,cw1,5,185.4,397.0,450.26,184,198,92.92929292929293,2.4470652173913043,43,59,0,19,2,3
manha_1,17,cw13,5,184.7,395.0,448.57,184,198,92.92929292929293,2.437880434782609,45,57,0,16,1,2
manha_1,17,multi,6,244.7,520.0,594.28,184,198,92.92929292929293,3.229782608695652,48,48,0,18,0,0
manha_1,18,cw1,4,161.35,347.0,391.85,176,198,88.88888888888889,2.2264204545454547,47,51,0,27,2,4
manha_1,18,cw13,4,162.15,350.0,393.8,176,198,88.88888888888889,2.2375000000000003,45,54,0,27,2,4
manha_1,18,multi,6,247.65,535.0,601.44,176,198,88.88888888888889,3.4172727272727275,39,39,0,5,1,8
manha_1,19,cw1,4,156.85,337.0,380.93,176,198,88.88888888888889,2.164375,48,56,0,31,1,2
manha_1,19,cw13,4,157.65,340.0,382.87,176,198,88.88888888888889,2.175397727272727,47,57,0,31,1,2
manha_1,19,multi,6,215.9,458.0,524.34,176,198,88.88888888888889,2.9792045454545457,48,48,0,22,0,0
manha_1,20,cw1,4,166.1,364.0,403.39,179,198,90.4040404040404,2.2535754189944135,47,53,0,34,2,2
manha_1,20,cw13,4,165.2,354.0,401.2,179,198,90.4040404040404,2.2413407821229048,47,52,0,33,2,2
manha_1,20,multi,6,240.75,510.0,584.67,179,198,90.4040404040404,3.266312849162011,40,40,0,6,1,0
manha_1,21,cw1,4,165.25,355.0,401.32,178,198,89.8989898989899,2.2546067415730335,48,55,0,34,3,2
manha_1,21,cw13,4,161.45,348.0,392.1,178,198,89.8989898989899,2.202808988764045,48,55,0,34,2,2
manha_1,21,multi,6,225.7,490.0,548.13,178,198,89.8989898989899,3.07938202247191,48,48,0,12,0,0
manha_1,22,cw1,5,188.7,392.0,458.27,182,198,91.91919191919192,2.5179670329670327,47,48,0,21,0,2
manha_1,22,cw13,5,182.55,381.0,443.34,182,198,91.91919191919192,2.435934065934066,47,47,0,27,0,0
manha_1,22,multi,6,232.2,509.0,563.92,182,198,91.91919191919192,3.0984615384615384,43,43,0,7,0,10
manha_1,23,cw1,4,174.9,373.0,424.76,177,198,89.39393939393939,2.399774011299435,46,57,0,31,2,3
manha_1,23,cw13,4,159.95,340.0,388.45,177,198,89.39393939393939,2.194632768361582,46,57,0,31,2,4
manha_1,23,multi,5,202.95,436.0,492.89,177,198,89.39393939393939,2.784689265536723,46,46,0,14,0,1
manha_1,24,cw1,4,159.15,336.0,386.51,179,198,90.4040404040404,2.15927374301676,46,60,0,31,1,3
manha_1,24,cw13,4,158.75,338.0,385.54,179,198,90.4040404040404,2.153854748603352,47,47,0,32,1,2
manha_1,24,multi,5,205.4,441.0,498.84,179,198,90.4040404040404,2.7868156424581003,47,47,0,21,0,0
manha_1,25,cw1,4,168.65,361.0,409.58,181,198,91.41414141414141,2.2628729281767956,47,63,0,34,2,3
manha_1,25,cw13,4,155.15,334.0,376.79,181,198,91.41414141414141,2.0817127071823207,47,63,0,33,1,4
manha_1,25,multi,6,207.85,448.0,504.78,181,198,91.41414141414141,2.788839779005525,48,48,0,18,0,0
manha_1,26,cw1,4,170.4,371.0,413.83,176,198,88.88888888888889,2.351306818181818,48,48,0,29,3,3
manha_1,26,cw13,4,169.4,370.0,411.4,176,198,88.88888888888889,2.3375,48,48,0,30,3,3
manha_1,26,multi,5,188.45,400.0,457.67,176,198,88.88888888888889,2.6003977272727274,48,48,0,21,0,1
manha_1,27,cw1,5,195.0,416.0,473.58,181,198,91.41414141414141,2.61646408839779,46,46,0,16,1,2
manha_1,27,cw13,5,195.2,410.0,474.06,181,198,91.41414141414141,2.6191160220994476,46,46,0,24,0,0
manha_1,27,multi,6,224.45,469.0,545.1,181,198,91.41414141414141,3.0116022099447517,39,39,0,7,0,0
manha_1,28,cw1,5,192.7,417.0,468.0,181,198,91.41414141414141,2.585635359116022,47,50,0,24,2,2
manha_1,28,cw13,5,182.0,388.0,442.0,181,198,91.41414141414141,2.4419889502762433,47,47,0,13,1,2
manha_1,28,multi,5,199.45,426.0,484.39,181,198,91.41414141414141,2.6761878453038674,47,47,0,16,0,0
manha_1,29,cw1,4,163.6,353.0,397.32,177,198,89.39393939393939,2.2447457627118643,48,67,0,30,2,3
manha_1,29,cw13,4,160.65,347.0,390.16,177,198,89.39393939393939,2.2042937853107345,47,49,0,30,2,2
manha_1,29,multi,6,239.15,507.0,580.81,177,198,89.39393939393939,3.281412429378531,38,38,0,2,0,0
manha_1,30,cw1,5,193.2,413.0,469.21,182,198,91.91919191919192,2.578076923076923,42,43,0,15,1,2
manha_1,30,cw13,5,183.7,398.0,446.14,182,198,91.91919191919192,2.451318681318681,41,41,0,9,1,2
manha_1,30,multi,6,247.0,529.0,599.86,182,198,91.91919191919192,3.295934065934066,38,38,0,2,0,0
manha_1,31,cw1,4,163.05,354.0,395.98,175,198,88.38383838383838,2.2627428571428574,44,62,0,19,1,5
manha_1,31,cw13,4,165.05,363.0,400.84,175,198,88.38383838383838,2.2905142857142855,44,62,0,19,2,5
manha_1,31,multi,7,269.75,581.0,655.12,175,198,88.38383838383838,3.7435428571428573,37,37,0,1,0,0
manha_1,32,cw1,4,162.05,351.0,393.56,173,198,87.37373737373737,2.274913294797688,48,57,0,33,1,3
manha_1,32,cw13,4,161.05,348.0,391.13,173,198,87.37373737373737,2.2608670520231215,48,56,0,33,1,3
manha_1,32,multi,6,235.15,486.0,571.08,173,198,87.37373737373737,3.301040462427746,46,46,0,11,0,0
manha_1,33,cw1,5,182.15,390.0,442.38,182,198,91.91919191919192,2.4306593406593406,47,49,0,17,2,3
manha_1,33,cw13,5,188.55,408.0,457.91,182,198,91.91919191919192,2.5159890109890113,39,43,0,7,2,3
manha_1,33,multi,6,244.4,526.0,593.55,182,198,91.91919191919192,3.2612637362637362,40,40,0,4,0,11
manha_1,34,cw1,5,188.35,407.0,457.44,184,198,92.92929292929293,2.486086956521739,46,46,0,17,2,1
manha_1,34,cw13,5,181.6,389.0,441.02,184,198,92.92929292929293,2.3968478260869563,43,44,0,9,1,1
manha_1,34,multi,6,205.3,452.0,498.59,184,198,92.92929292929293,2.709728260869565,36,36,0,0,0,0
manha_1,35,cw1,4,155.55,338.0,377.77,171,198,86.36363636363636,2.2091812865497076,47,50,0,26,1,3
manha_1,35,cw13,4,156.05,337.0,378.99,171,198,86.36363636363636,2.2163157894736845,47,55,0,26,1,3
manha_1,35,multi,6,248.15,528.0,602.66,171,198,86.36363636363636,3.524327485380117,42,42,0,8,0,0
manha_1,36,cw1,5,185.85,396.0,451.36,175,198,88.38383838383838,2.5792,45,49,0,17,1,2
manha_1,36,cw13,5,175.0,369.0,424.99,175,198,88.38383838383838,2.428514285714286,45,45,0,18,1,1
manha_1,36,multi,5,199.2,403.0,483.78,175,198,88.38383838383838,2.7644571428571427,48,48,0,16,0,0
manha_1,37,cw1,5,188.3,399.0,457.32,172,198,86.86868686868686,2.6588372093023254,48,48,0,19,1,1
manha_1,37,cw13,5,182.45,391.0,443.1,172,198,86.86868686868686,2.5761627906976745,48,48,0,18,0,0
manha_1,37,multi,6,242.75,508.0,589.54,172,198,86.86868686868686,3.4275581395348835,47,47,0,20,0,0
manha_1,38,cw1,4,161.0,343.0,391.0,181,198,91.41414141414141,2.160220994475138,48,61,0,32,3,3
manha_1,38,cw13,4,157.4,331.0,382.26,181,198,91.41414141414141,2.1119337016574584,48,61,0,32,1,3
manha_1,38,multi,5,203.45,434.0,494.1,181,198,91.41414141414141,2.7298342541436464,48,48,0,21,0,4
manha_1,39,cw1,4,160.55,347.0,389.92,173,198,87.37373737373737,2.253872832369942,48,51,0,27,2,3
manha_1,39,cw13,4,157.65,341.0,382.87,173,198,87.37373737373737,2.213121387283237,48,51,0,27,2,3
manha_1,39,multi,5,204.15,418.0,495.8,173,198,87.37373737373737,2.8658959537572253,47,47,0,11,0,1
manha_1,40,cw1,4,166.45,360.0,404.25,181,198,91.41414141414141,2.233425414364641,47,60,0,29,2,5
manha_1,40,cw13,4,163.25,350.0,396.48,181,198,91.41414141414141,2.190497237569061,47,60,0,29,2,5
manha_1,40,multi,6,244.8,528.0,594.52,181,198,91.41414141414141,3.2846408839779007,48,48,0,12,0,0
manha_1,41,cw1,4,161.8,352.0,392.95,171,198,86.36363636363636,2.297953216374269,47,53,0,25,2,3
manha_1,41,cw13,4,161.55,348.0,392.33,171,198,86.36363636363636,2.294327485380117,47,53,0,25,2,3
manha_1,41,multi,6,242.95,521.0,590.04,171,198,86.36363636363636,3.4505263157894737,42,42,0,9,0,0
manha_1,42,cw1,4,164.45,351.0,399.38,184,198,92.92929292929293,2.1705434782608695,48,54,0,39,2,1
manha_1,42,cw13,4,161.7,345.0,392.71,184,198,92.92929292929293,2.1342934782608696,47,56,0,39,2,1
manha_1,42,multi,5,187.4,400.0,455.13,184,198,92.92929292929293,2.473532608695652,47,47,0,19,0,0
manha_1,43,cw1,4,180.8,380.0,439.09,178,198,89.8989898989899,2.4667977528089886,46,58,0,33,3,2
manha_1,43,cw13,4,176.65,369.0,429.02,178,198,89.8989898989899,2.4102247191011235,46,65,0,33,3,3
manha_1,43,multi,5,209.5,440.0,508.8,178,198,89.8989898989899,2.858426966292135,48,48,0,13,0,0
manha_1,44,cw1,4,174.95,382.0,424.89,182,198,91.91919191919192,2.3345604395604393,48,49,0,30,4,5
manha_1,44,cw13,4,174.65,382.0,424.16,182,198,91.91919191919192,2.3305494505494506,48,49,0,30,4,5
manha_1,44,multi,6,238.35,510.0,578.86,182,198,91.91919191919192,3.1805494505494507,48,48,0,22,0,8
manha_1,45,cw1,5,193.05,409.0,468.85,179,198,90.4040404040404,2.61927374301676,45,53,0,18,1,1
manha_1,45,cw13,5,186.1,389.0,451.96,179,198,90.4040404040404,2.5249162011173185,43,43,0,16,0,1
manha_1,45,multi,5,203.3,423.0,493.74,179,198,90.4040404040404,2.7583240223463688,44,44,0,13,0,0
manha_1,46,cw1,4,175.05,386.0,425.13,175,198,88.38383838383838,2.4293142857142858,47,62,0,30,4,5
manha_1,46,cw13,4,168.75,365.0,409.83,175,198,88.38383838383838,2.341885714285714,47,58,0,28,2,4
manha_1,46,multi,6,223.35,486.0,542.42,175,198,88.38383838383838,3.0995428571428567,46,46,0,10,1,2
manha_1,47,cw1,4,162.2,349.0,393.92,176,198,88.88888888888889,2.2381818181818183,46,51,0,27,2,3
manha_1,47,cw13,4,162.9,348.0,395.61,176,198,88.88888888888889,2.247784090909091,46,52,0,27,2,3
manha_1,47,multi,6,231.9,473.0,563.18,176,198,88.88888888888889,3.1998863636363635,48,48,0,12,0,0
manha_1,48,cw1,4,160.15,342.0,388.94,177,198,89.39393939393939,2.197401129943503,45,56,0,28,2,3
manha_1,48,cw13,4,160.15,344.0,388.94,177,198,89.39393939393939,2.197401129943503,45,56,0,28,2,3
manha_1,48,multi,5,185.2,393.0,449.77,177,198,89.39393939393939,2.5410734463276836,43,43,0,15,0,0
manha_1,49,cw1,5,204.9,434.0,497.62,176,198,88.88888888888889,2.827386363636364,47,62,0,11,3,2
manha_1,49,cw13,5,188.1,399.0,456.82,176,198,88.88888888888889,2.595568181818182,47,62,0,20,1,2
manha_1,49,multi,7,282.75,604.0,686.7,176,198,88.88888888888889,3.9017045454545456,46,46,0,14,0,0
manha_1,50,cw1,4,166.05,353.0,403.27,173,198,87.37373737373737,2.3310404624277457,47,59,0,26,2,3
manha_1,50,cw13,4,161.6,346.0,392.46,173,198,87.37373737373737,2.2685549132947975,47,59,0,28,2,2
manha_1,50,multi,5,203.2,435.0,493.49,173,198,87.37373737373737,2.852543352601156,47,47,0,23,0,12
manha_1,51,cw1,4,171.1,373.0,415.53,174,198,87.87878787878788,2.388103448275862,48,58,0,29,3,3
manha_1,51,cw13,4,172.65,374.0,419.29,174,198,87.87878787878788,2.409712643678161,48,57,0,25,2,4
manha_1,51,multi,5,205.7,435.0,499.57,174,198,87.87878787878788,2.8710919540229884,47,47,0,19,0,0
manha_1,52,cw1,4,168.3,363.0,408.73,177,198,89.39393939393939,2.3092090395480227,47,51,0,32,2,2
manha_1,52,cw13,4,162.85,346.0,395.5,177,198,89.39393939393939,2.2344632768361583,47,51,0,32,2,2
manha_1,52,multi,6,237.55,502.0,576.92,177,198,89.39393939393939,3.2594350282485873,46,46,0,10,0,0
manha_1,53,cw1,5,184.95,397.0,449.17,174,198,87.87878787878788,2.5814367816091957,46,48,0,14,2,1
manha_1,53,cw13,5,176.3,379.0,428.17,174,198,87.87878787878788,2.4607471264367815,41,41,0,5,0,1
manha_1,53,multi,6,238.4,513.0,578.97,174,198,87.87878787878788,3.3274137931034486,46,46,0,10,0,0
manha_1,54,cw1,4,157.25,336.0,381.9,172,198,86.86868686868686,2.2203488372093023,48,48,0,30,2,0
manha_1,54,cw13,4,155.95,331.0,378.74,172,198,86.86868686868686,2.2019767441860467,48,48,0,35,1,1
manha_1,54,multi,6,223.25,476.0,542.18,172,198,86.86868686868686,3.152209302325581,39,39,0,5,2,1
manha_1,55,cw1,4,163.6,349.0,397.32,179,198,90.4040404040404,2.2196648044692737,48,48,0,35,2,0
manha_1,55,cw13,4,163.3,347.0,396.59,179,198,90.4040404040404,2.215586592178771,48,48,0,35,2,0
manha_1,55,multi,6,216.35,474.0,525.42,179,198,90.4040404040404,2.935307262569832,47,47,0,11,1,0
manha_1,56,cw1,4,164.3,357.0,399.02,176,198,88.88888888888889,2.267159090909091,48,55,0,34,3,3
manha_1,56,cw13,4,161.3,351.0,391.73,176,198,88.88888888888889,2.2257386363636367,48,55,0,34,3,3
manha_1,56,multi,6,227.8,487.0,553.25,176,198,88.88888888888889,3.143465909090909,40,40,0,4,1,0
manha_1,57,cw1,4,163.95,353.0,398.18,174,198,87.87878787878788,2.288390804597701,44,53,0,28,2,3
manha_1,57,cw13,4,161.75,346.0,392.82,174,198,87.87878787878788,2.2575862068965518,47,57,0,26,2,3
manha_1,57,multi,5,208.3,431.0,505.89,174,198,87.87878787878788,2.9074137931034483,47,47,0,19,0,0
manha_1,58,cw1,4,165.8,357.0,402.67,173,198,87.37373737373737,2.3275722543352604,45,51,0,17,1,4
manha_1,58,cw13,4,163.4,348.0,396.83,173,198,87.37373737373737,2.293815028901734,45,51,0,17,1,4
manha_1,58,multi,5,204.3,446.0,496.17,173,198,87.37373737373737,2.868034682080925,48,48,0,15,0,0
manha_1,59,cw1,4,157.2,335.0,381.78,161,198,81.31313131313131,2.371304347826087,48,48,0,31,1,0
manha_1,59,cw13,4,156.85,331.0,380.92,161,198,81.31313131313131,2.3659627329192547,46,46,0,25,0,1
manha_1,59,multi,5,207.95,431.0,505.02,161,198,81.31313131313131,3.136770186335404,36,36,0,0,0,0
manha_1,60,cw1,4,159.85,349.0,388.21,174,198,87.87878787878788,2.2310919540229883,47,47,0,29,2,1
manha_1,60,cw13,4,160.15,338.0,388.94,174,198,87.87878787878788,2.235287356321839,45,46,0,29,1,1
manha_1,60,multi,6,244.45,513.0,593.67,174,198,87.87878787878788,3.4118965517241375,39,39,0,5,0,1
manha_1,61,cw1,4,161.2,349.0,391.48,180,198,90.9090909090909,2.174888888888889,47,56,0,35,2,1
manha_1,61,cw13,4,160.75,346.0,390.39,180,198,90.9090909090909,2.168833333333333,47,56,0,35,2,2
manha_1,61,multi,5,185.0,391.0,449.3,180,198,90.9090909090909,2.4961111111111114,48,48,0,20,0,0
manha_1,62,cw1,4,163.85,344.0,397.93,177,198,89.39393939393939,2.2481920903954804,48,60,0,31,1,2
manha_1,62,cw13,4,155.35,323.0,377.28,177,198,89.39393939393939,2.1315254237288133,48,62,0,32,0,1
manha_1,62,multi,5,203.8,436.0,494.95,177,198,89.39393939393939,2.7963276836158193,45,45,0,9,0,0
manha_1,63,cw1,5,188.7,400.0,458.27,183,198,92.42424242424242,2.504207650273224,45,63,0,24,1,3
manha_1,63,cw13,5,189.15,391.0,459.37,183,198,92.42424242424242,2.5102185792349725,45,45,0,18,0,0
manha_1,63,multi,5,207.15,440.0,503.09,183,198,92.42424242424242,2.749125683060109,47,47,0,19,1,1
manha_1,64,cw1,5,200.3,428.0,486.44,180,198,90.9090909090909,2.7024444444444446,44,60,0,14,1,2
manha_1,64,cw13,5,192.3,413.0,467.01,180,198,90.9090909090909,2.5945,46,51,0,23,2,2
manha_1,64,multi,6,240.45,507.0,583.96,180,198,90.9090909090909,3.2442222222222226,41,41,0,9,0,0
manha_1,65,cw1,4,162.1,349.0,393.68,178,198,89.8989898989899,2.211685393258427,48,61,0,32,2,3
manha_1,65,cw13,4,161.7,348.0,392.7,178,198,89.8989898989899,2.2061797752808987,47,53,0,33,2,2
manha_1,65,multi,5,206.9,441.0,502.47,178,198,89.8989898989899,2.822865168539326,43,43,0,18,0,0
manha_1,66,cw1,4,157.15,343.0,381.65,173,198,87.37373737373737,2.2060693641618494,48,51,0,28,3,2
manha_1,66,cw13,4,156.85,341.0,380.92,173,198,87.37373737373737,2.201849710982659,48,51,0,28,3,2
manha_1,66,multi,6,240.65,525.0,584.44,173,198,87.37373737373737,3.3782658959537577,39,39,0,3,0,0
manha_1,67,cw1,5,199.35,424.0,484.14,179,198,90.4040404040404,2.7046927374301677,47,48,0,21,2,1
manha_1,67,cw13,5,192.0,412.0,466.29,179,198,90.4040404040404,2.6049720670391063,47,48,0,11,1,3
manha_1,67,multi,5,197.5,414.0,479.64,179,198,90.4040404040404,2.679553072625698,47,47,0,27,0,0
manha_1,68,cw1,4,159.85,346.0,388.21,177,198,89.39393939393939,2.193276836158192,45,47,0,32,2,3
manha_1,68,cw13,4,160.5,346.0,389.78,177,198,89.39393939393939,2.202146892655367,45,47,0,32,2,3
manha_1,68,multi,5,189.0,409.0,459.01,177,198,89.39393939393939,2.593276836158192,46,46,0,21,0,1
manha_1,69,cw1,4,169.4,362.0,411.41,178,198,89.8989898989899,2.311292134831461,48,66,0,29,3,3
manha_1,69,cw13,4,167.8,352.0,407.52,178,198,89.8989898989899,2.289438202247191,47,63,0,29,2,3
manha_1,69,multi,6,236.7,500.0,574.86,178,198,89.8989898989899,3.229550561797753,41,41,0,10,0,0
manha_1,70,cw1,4,175.4,375.0,425.98,171,198,86.36363636363636,2.491111111111111,44,61,0,17,1,5
manha_1,70,cw13,4,166.55,359.0,404.49,171,198,86.36363636363636,2.365438596491228,44,61,0,19,2,5
manha_1,70,multi,6,238.95,509.0,580.31,171,198,86.36363636363636,3.3936257309941515,46,46,0,10,0,1
manha_1,71,cw1,4,167.3,364.0,406.31,176,198,88.88888888888889,2.3085795454545455,48,48,0,31,2,1
manha_1,71,cw13,4,165.25,355.0,401.33,176,198,88.88888888888889,2.280284090909091,48,48,0,31,2,1
manha_1,71,multi,5,202.15,427.0,490.95,176,198,88.88888888888889,2.7894886363636364,45,45,0,15,0,0
manha_1,72,cw1,5,193.3,420.0,469.46,177,198,89.39393939393939,2.6523163841807906,45,49,0,18,2,2
manha_1,72,cw13,5,183.95,398.0,446.74,177,198,89.39393939393939,2.523954802259887,46,46,0,10,2,3
manha_1,72,multi,6,253.25,533.0,615.03,177,198,89.39393939393939,3.4747457627118643,46,46,0,12,0,1
manha_1,73,cw1,4,172.4,371.0,418.69,180,198,90.9090909090909,2.3260555555555555,46,57,0,33,2,3
manha_1,73,cw13,4,166.75,358.0,404.97,180,198,90.9090909090909,2.2498333333333336,48,55,0,34,2,2
manha_1,73,multi,7,262.5,546.0,637.5,180,198,90.9090909090909,3.5416666666666665,41,41,0,8,0,0
manha_1,74,cw1,4,169.05,361.0,410.55,182,198,91.91919191919192,2.2557692307692307,46,47,0,28,1,4
manha_1,74,cw13,4,166.15,354.0,403.52,182,198,91.91919191919192,2.217142857142857,47,47,0,32,1,4
manha_1,74,multi,6,236.8,520.0,575.1,182,198,91.91919191919192,3.15989010989011,42,42,0,6,0,0
manha_1,75,cw1,5,192.55,414.0,467.63,181,198,91.41414141414141,2.5835911602209944,46,46,0,23,1,1
manha_1,75,cw13,5,195.85,419.0,475.64,181,198,91.41414141414141,2.6278453038674034,44,44,0,15,2,1
manha_1,75,multi,7,275.4,577.0,668.83,181,198,91.41414141414141,3.6951933701657462,41,41,0,5,0,0
manha_1,76,cw1,4,161.3,349.0,391.74,179,198,90.4040404040404,2.1884916201117317,46,52,0,31,2,3
manha_1,76,cw13,4,160.5,347.0,389.79,179,198,90.4040404040404,2.1775977653631284,47,52,0,34,2,3
manha_1,76,multi,6,242.25,516.0,588.33,179,198,90.4040404040404,3.286759776536313,45,45,0,11,0,7
manha_1,77,cw1,5,178.3,382.0,433.02,181,198,91.41414141414141,2.392375690607735,47,47,0,24,1,1
manha_1,77,cw13,5,184.7,398.0,448.56,181,198,91.41414141414141,2.478232044198895,44,44,0,17,1,1
manha_1,77,multi,5,206.25,436.0,500.9,181,198,91.41414141414141,2.767403314917127,48,48,0,30,0,0
manha_1,78,cw1,5,194.35,416.0,471.99,183,198,92.42424242424242,2.5791803278688525,45,45,0,18,2,1
manha_1,78,cw13,5,176.95,377.0,429.73,183,198,92.42424242424242,2.348251366120219,45,45,0,16,0,2
manha_1,78,multi,6,233.6,484.0,567.32,183,198,92.42424242424242,3.1001092896174867,48,48,0,32,0,1
manha_1,79,cw1,4,160.75,349.0,390.4,180,198,90.9090909090909,2.1688888888888886,48,53,0,32,2,2
manha_1,79,cw13,4,156.5,330.0,380.07,180,198,90.9090909090909,2.1115,48,58,0,32,1,2
manha_1,79,multi,5,206.55,443.0,501.63,180,198,90.9090909090909,2.7868333333333335,47,47,0,21,1,0
manha_1,80,cw1,4,168.7,361.0,409.71,182,198,91.91919191919192,2.251153846153846,47,49,0,38,2,2
